availability,detail,images,name,regular_price,sale_price,sku
In stock,"Our custom kite silhouette teams up with a delicate metallic frame to create the Carla Drop Earrings in White Pearl, a classic and feminine accent to any outfit.																",https://www.jewelryus.shop/images/cache/e/3/e3d77cd3cfd2eade3306d7f0adb77db5.jpg,Carla Drop Earrings in White Pearl,$90.00,$23.00,KS-0310
In stock,"Our custom kite silhouette teams up with a delicate metallic frame to create the Carla Gold Drop Earrings in Abalone Shell, a classic and feminine accent to any outfit.																",https://www.jewelryus.shop/images/cache/3/5/356a190eaad792091c130395941af2d1.jpg,Carla Gold Drop Earrings in Abalone Shell,$100.00,$26.00,KS-0308
In stock,"Our classic oval shape goes dainty in the Lee Gold Earrings in White Pearl, a subtle take on a signature style.																",https://www.jewelryus.shop/images/cache/9/7/9729d1b578a89faf4221cf5b777dd42c.jpg,Lee Gold Earrings in White Pearl,$70.00,$18.99,KS-0307
In stock,"Our most iconic silhouette, the Danielle Silver Statement Earrings in Ivory Pearl feature custom cut, oval stones framed in sleek metallic detail perfect for any occasion.																",https://www.jewelryus.shop/images/cache/0/c/0c304c20dc7d8db01a86843ec48ce24d.jpg,Danielle Silver Statement Earrings in Ivory Pearl,$85.00,$21.89,KS-0255
In stock,"Inspired by our favorite oval silhouette and dressed up in a halo of delicate pav??, the Chelsea Pendant Necklace in Antique Silver provides a small yet striking hint of sparkle.																",https://www.jewelryus.shop/images/cache/6/9/699d18f1b5a4e61fee2cca08db5fc928.jpg,Chelsea Pendant Necklace in Antique Silver,$95.00,$24.50,KS-0304
In stock,"Our custom kite silhouette teams up with a delicate metallic frame to create the Carla Gold Drop Earrings in Slate, a classic and feminine accent to any outfit.																",https://www.jewelryus.shop/images/cache/3/f/3f9271e12f8eae42f4ae3ecaee6f6b8d.jpg,Carla Gold Drop Earrings in Slate,$90.00,$23.00,KS-0309
In stock,"Our daintiest oval-shaped earring yet, the Dani Gold Drop Earrings in Abalone Shell makes a simple statement for your everyday look.																",https://www.jewelryus.shop/images/cache/1/c/1c78cc023cb26919d92121fc96debd82.jpg,Dani Gold Drop Earrings in Abalone Shell,$85.00,$21.89,KS-0312
In stock,"Our custom kite silhouette teams up with a delicate metallic frame to create the Carla Drop Earrings in Ivory Pearl, a classic and feminine accent to any outfit.																",https://www.jewelryus.shop/images/cache/6/f/6f8f0dfa42bad44c3002b9d4a56157b8.jpg,Carla Drop Earrings in Ivory Pearl,$90.00,$23.00,KS-0311
In stock,"For a petite take on our iconic oval silhouette, look no further than the Ellie Gold Stud Earrings in Violet Drusy, a classic with delicate details.																",https://www.jewelryus.shop/images/cache/5/a/5aa1554f239f6e26b10aff99180e4736.jpg,Ellie Gold Stud Earrings in Violet Drusy,$85.00,$21.89,KS-0374
In stock,"For a petite take on our iconic oval silhouette, look no further than the Ellie Stud Earrings in Fuchsia Kyocera Opal, a classic with delicate details.																",https://www.jewelryus.shop/images/cache/c/6/c6e9c2bdb5e20d3aa42f7f06017dca6e.jpg,Ellie Stud Earrings in Fuchsia Kyocera Opal,$115.00,$30.50,KS-0372
In stock,"For a petite take on our iconic oval silhouette, look no further than the Ellie Stud Earrings in Gold and Iridescent Drusy, a classic with delicate details. These stud earrings are the perfect go-to for everyday wear, matching with anything and everything. Add a little sparkle to your ears with our Ellie Stud Earrings.																",https://www.jewelryus.shop/images/cache/2/b/2bd8c988e9f55c53e06ec59f03fc3b24.jpg,Ellie Gold Stud Earrings in Iridescent Drusy,$85.00,$21.89,KS-0370
In stock,"For a petite take on our iconic oval silhouette, look no further than the Ellie Gold Stud Earrings in Rose Quartz, a classic with delicate details.																",https://www.jewelryus.shop/images/cache/b/e/be0e66d7e4db94ef14a6af1035281ff0.jpg,Ellie Gold Stud Earrings in Rose Quartz,$70.00,$18.99,KS-0369
In stock,These Gold Statement Earrings are beautifully accented with mother-of-pearl and hand-placed baguette details for a vintage-inspired statement. Celebrate your ever after with the Kendra Scott Bridal Jewelry Collection.																,https://www.jewelryus.shop/images/cache/f/2/f2d7830629c6a624ddbaca0e3e8dfc9a.jpg,Kalina Statement Earrings in Gold,$215.00,$60.50,KS-0375
In stock,"For a petite take on our iconic oval silhouette, look no further than the Ellie Gold Stud Earrings in White Pearl, a classic with delicate details.																",https://www.jewelryus.shop/images/cache/0/5/05b57743ab9b4cff8da960d66808dbdf.jpg,Ellie Gold Stud Earrings in White Pearl,$70.00,$18.99,KS-0368
In stock,"Our daintiest oval-shaped earring yet, the Dani Drop Earrings in Magenta makes a simple statement for your everyday look.																",https://www.jewelryus.shop/images/cache/8/7/87519eebbe79691a949d0acf2496fc1c.jpg,Dani Drop Earrings in Magenta,$72.00,$17.60,KS-0314
In stock,"For a petite take on our iconic oval silhouette, look no further than the Ellie Stud Earrings in Bronze Veined Turquoise, a classic with delicate details.																",https://www.jewelryus.shop/images/cache/3/5/3566f9e89e8928135d590265e71b8959.jpg,Ellie Stud Earrings in Bronze Veined Turquoise,$80.00,$20.69,KS-0373
In stock,"For a petite take on our iconic oval silhouette, look no further than the Ellie Gold Stud Earrings in Slate, a classic with delicate details.																",https://www.jewelryus.shop/images/cache/e/7/e772a6144d83c41da5d1d46ab3a254d6.jpg,Ellie Gold Stud Earrings in Slate,$70.00,$18.99,KS-0365
In stock,"For a petite take on our iconic oval silhouette, look no further than the Ellie Stud Earrings in Turquoise, a classic with delicate details.																",https://www.jewelryus.shop/images/cache/3/d/3d0f5de7527afc97ee0db832639647fc.jpg,Ellie Stud Earrings in Turquoise,$70.00,$18.99,KS-0366
In stock,,https://www.jewelryus.shop/images/cache/2/3/23fe699d0b840b98ef0fc00b141f6f38.jpg,Candice Gold Cuff Bracelet in Silver Filigree,$95.00,$18.99,KS-0437
In stock,"Custom oval stones in a thin metallic frame, our Elle Drop Earrings in Orange are classics sure to spark conversation.																",https://www.jewelryus.shop/images/cache/b/4/b47a5cd45eb4e76a770d62a86ff06f49.jpg,Elle Gold Drop Earrings In Orange,$75.00,$19.89,KS-0439
In stock,"For a petite take on our iconic oval silhouette, look no further than the Ellie Gold Stud Earrings in Platinum Drusy, a classic with delicate details.																",https://www.jewelryus.shop/images/cache/8/c/8c9b5f0ea983d1fa6337552917ae5170.jpg,Ellie Gold Stud Earrings in Platinum Drusy,$85.00,$21.89,KS-0371
In stock,"A dainty stone and delicate metallic chain combine to create the Elisa Gold Pendant Necklace in White Pearl, your new favorite wear-anywhere accessory. This pendant necklace can be paired with any look, providing that extra touch of timeless style. Make the Elisa Gold Pendant Necklace a staple in your wardrobe and you will not be disappointed.																",https://www.jewelryus.shop/images/cache/4/b/4b285b3a3462ec3f46f43cfbf4bdc2f6.jpg,Elisa Gold Pendant Necklace in White Pearl,$70.00,$18.99,KS-0438
In stock,"For a petite take on our iconic oval silhouette, look no further than the Ellie Gold Stud Earrings in Black, a classic with delicate details.																",https://www.jewelryus.shop/images/cache/5/6/569471cff30d457afee0e7a1b189c2df.jpg,Ellie Gold Stud Earrings in Black,$70.00,$18.99,KS-0367
In stock,"Inspired by our favorite oval silhouette and dressed up in a halo of delicate pav??, the Chelsea Pendant Necklace in Rose Gold provides a small yet striking hint of sparkle.																",https://www.jewelryus.shop/images/cache/4/4/440cb26daf005ad1ae991d83c7cb71ca.jpg,Chelsea Pendant Necklace in Rose Gold,$95.00,$24.50,KS-0440
In stock,,https://www.jewelryus.shop/images/cache/d/2/d2a766822fcb73527ba93d56a80c9157.jpg,Candice Gold Cuff Bracelet in Gold Filigree,$95.00,$18.99,KS-0435
In stock,"Find your everyday obsession in our signature Shelton Necklace in Gold. An on-trend Y silhouette with dainty geometric details, this delicate accessory can elevate any look.																",https://www.jewelryus.shop/images/cache/1/b/1baaafa94cdde0fcf60fb5564d21765c.jpg,Shelton Necklace in Gold,$95.00,$24.50,KS-0432
In stock,"Custom oval stones in a thin metallic frame, our Elle Drop Earrings in Goldstone are classics sure to spark conversation.																",https://www.jewelryus.shop/images/cache/d/4/d4c92117183bb28345670e24291859cd.jpg,Elle Gold Drop Earrings In Goldstone,$75.00,$19.89,KS-0431
In stock,"A delicate touch of Pave Diamond and 14k White Gold to be worn for years to come, the Amelee Earrings are a celebration of our iconic shape and the women who have brought it to life season after season. Our diamonds are conflict-free in compliance with the Kimberley Process.																",https://www.jewelryus.shop/images/cache/4/5/45dafa3cad73c3e2004bcf69dacc8a47.jpg,Amelee Earrings in Pave Diamond and 14k White Gold,$570.00,$127.00,KS-0429
In stock,"Our most iconic silhouette, the Danielle Gold Earrings in Black feature custom cut, oval stones framed in sleek metallic detail perfect for any occasion.																",https://www.jewelryus.shop/images/cache/6/b/6b28034adb40d0487e226167105ab003.jpg,Danielle Gold Earrings in Black,$85.00,$21.89,KS-0434
In stock,"Subtle metal detailing frames our pentagon-shaped stone in the Tessa Stud Earrings in Brown Pearl, an artful addition to any look.																",https://www.jewelryus.shop/images/cache/8/5/85d3276207ed90c0fc36cc9f648dc39d.jpg,Tessa Stud Earrings in Brown Pearl,$80.00,$20.69,KS-0426
In stock,"Subtle metal detailing frames our pentagon-shaped stone in the Tessa Rose Gold Stud Earrings in Iridescent Drusy, an artful addition to any look. Dress these stud earrings up for a night out or dress them down for a day at the office ?C however you wear them, our Tessa Stud Earrings are the perfect addition to anyone??s jewelry box.																",https://www.jewelryus.shop/images/cache/7/5/75a87dee9b774b5594e71607f51ce4dd.jpg,Tessa Rose Gold Stud Earrings in Iridescent Drusy,$85.00,$21.89,KS-0425
In stock,"A delicate kite-shaped stone and metallic detailing team up to create the Cory Silver Pendant Necklace in Slate, a timeless accessory that elevates the everyday.																",https://www.jewelryus.shop/images/cache/5/a/5a60d8fc740dd327d2bf553a5dc3922b.jpg,Cory Silver Pendant Necklace in Slate,$75.00,$19.89,KS-0418
In stock,"Find your everyday obsession in the Shelton Necklace in Rose Gold. An on-trend Y silhouette with dainty geometric details, this delicate accessory can elevate any look.																",https://www.jewelryus.shop/images/cache/3/3/3302af8d738c6a923c2a65fe0e7bee2b.jpg,Shelton Necklace in Rose Gold,$95.00,$24.50,KS-0433
In stock,,https://www.jewelryus.shop/images/cache/2/3/2320e593e6c1654c8e58a799a86f6210.jpg,Tessa Stud Earrings in Rose Gold Drusy,$85.00,$20.69,KS-0424
In stock,"A delicate kite-shaped stone and metallic detailing team up to create the Cory Silver Pendant Necklace in Ivory Pearl, a timeless accessory that elevates the everyday.																",https://www.jewelryus.shop/images/cache/a/e/ae78e06d10a8004f9f7b839e30440c01.jpg,Cory Silver Pendant Necklace in Ivory Pearl,$75.00,$19.89,KS-0419
In stock,,https://www.jewelryus.shop/images/cache/0/c/0cdf4b5cfb4002139af1c9c7288cdd86.jpg,Candice Gold Cuff Bracelet in Rose Gold Filigree,$95.00,$18.99,KS-0436
In stock,"A delicate kite-shaped stone and metallic detailing team up to create the Cory Pendant Necklace in Black Pearl, a timeless accessory that elevates the everyday.																",https://www.jewelryus.shop/images/cache/b/7/b7e9586982dbcdf5af5cd6c777a45fcf.jpg,Cory Pendant Necklace in Black Pearl,$85.00,$21.89,KS-0420
Out of Stock,"A dainty pinch cuff bookended with our signature oval stones, the Elton Silver Pinch Bracelet in Slate is a stack staple.																",https://www.jewelryus.shop/images/cache/b/d/bdb03420d45597fab43b44a04737a396.jpg,Elton Silver Bracelet in Slate,$75.00,$19.89,KS-0494
In stock,"Subtle metal detailing frames our pentagon-shaped stone in the Tessa Stud Earrings in Black Drusy, an artful addition to any look.																",https://www.jewelryus.shop/images/cache/6/a/6a42df6bdaddf2899594d555d2e4befb.jpg,Tessa Stud Earrings in Black Drusy,$85.00,$21.89,KS-0492
Out of Stock,"A dainty pinch cuff bookended with our signature oval stones, the Elton Silver Pinch Bracelet in Black is a stack staple.																",https://www.jewelryus.shop/images/cache/5/1/5176ef851c0ea3326c2d66c15c0b5d46.jpg,Elton Silver Bracelet in Black,$75.00,$19.89,KS-0495
In stock,"Architectural and artful, the Anissa Bar Pendant Necklace in Rose Gold has a regal look that??s still simple enough for the everyday.																",https://www.jewelryus.shop/images/cache/f/f/ff4e2a0f133604394e0a0ee31e8e4ee6.jpg,Anissa Bar Pendant Necklace in Rose Gold,$85.00,$21.89,KS-0427
In stock,"Our classic oval shape goes dainty in the Lee Silver Earrings in Black, a subtle take on a signature style.																",https://www.jewelryus.shop/images/cache/e/f/ef4ab5396fe26d2fc8f5452d52da6074.jpg,Lee Silver Earrings in Black,$70.00,$18.99,KS-0491
Out of Stock,"A dainty pinch cuff bookended with our signature oval stones, the Elton Silver Pinch Bracelet in Rose Quartz is a stack staple.																",https://www.jewelryus.shop/images/cache/8/c/8c967a3243288c291705c8b426133f7f.jpg,Elton Silver Pinch Bracelet in Rose Quartz,$75.00,$19.89,KS-0497
Out of Stock,"A dainty pinch cuff bookended with our signature oval stones, the Elton Gold Bracelet in Black is a stack staple.																",https://www.jewelryus.shop/images/cache/5/9/599e8c08ea574f343f7f7d5c40ee7925.jpg,Elton Gold Bracelet in Black,$75.00,$19.89,KS-0493
In stock,"A classic pendant necklace with a delicate sloping silhouette, the Kacey Necklace in Bronze Veined Turquoise adds a feminine touch to every look.																",https://www.jewelryus.shop/images/cache/2/f/2f5b8403d61ad64bf55ede2b8d9e5311.jpg,Kacey Long Pendant Necklace in Bronze Veined Turquoise,$95.00,$24.50,KS-0488
In stock,Let the gold times roll.																,https://www.jewelryus.shop/images/cache/0/c/0ce0f9d4f9749774112733d8985d0edf.jpg,"25"" Gold Necklace Chain",$48.00,$10.40,KS-0558
In stock,"Silver oval stud earrings are made for the classic beauty, adding the perfect touch of sparkle for occasions well beyond the wedding day. Celebrate your ever after with the Kendra Scott Bridal Jewelry Collection.																",https://www.jewelryus.shop/images/cache/c/3/c3810cb1cf6cfa8dc4f75c08e8822837.jpg,Cade Stud Earrings in Silver,$95.00,$24.50,KS-0556
